points,value,error
2856, 0.5102, -0.01330
2857, 0.5254, 0.001900
2858, 0.5220, -0.001500
2859, 0.5327, 0.009200
2860, 0.5196, -0.003900
2861, 0.5131, -0.01040
2862, 0.5164, -0.007100
2863, 0.5169, -0.006600
2864, 0.5203, -0.003200
2865, 0.5215, -0.002000
2866, 0.5286, 0.005100
2867, 0.5270, 0.003500
2868, 0.5397, 0.01620
2869, 0.5239, 0.0004000
2870, 0.5139, -0.009600
2871, 0.5298, 0.006300
2872, 0.5359, 0.01240
2873, 0.5197, -0.003800
2874, 0.5195, -0.004000
2875, 0.5193, -0.004200
2876, 0.5209, -0.002600
2877, 0.5224, -0.001100
2878, 0.5142, -0.009300
2879, 0.5373, 0.01380
2880, 0.5340, 0.01050
2881, 0.5248, 0.001300
2882, 0.5291, 0.005600
2883, 0.5189, -0.004600
2884, 0.5090, -0.01450
2885, 0.5317, 0.008200
2886, 0.5301, 0.006600
2887, 0.5095, -0.01400
2888, 0.5312, 0.007700
2889, 0.5206, -0.002900
2890, 0.5208, -0.002700
2891, 0.5365, 0.01300
2892, 0.5325, 0.009000
2893, 0.5078, -0.01570
2894, 0.5190, -0.004500
2895, 0.5181, -0.005400
2896, 0.5135, -0.01000
2897, 0.5305, 0.007000
2898, 0.4945, -0.02900
2899, 0.5271, 0.003600
2900, 0.51, -0.01350
2901, 0.5253, 0.001800
2902, 0.5414, 0.01790
2903, 0.5171, -0.006400
2904, 0.5368, 0.01330
2905, 0.5270, 0.003500
2906, 0.5182, -0.005300
2907, 0.5239, 0.0004000
2908, 0.5316, 0.008100
2909, 0.5273, 0.003800
2910, 0.5460, 0.02250
2911, 0.5287, 0.005200
2912, 0.5199, -0.003600
2913, 0.5160, -0.007500
2914, 0.5082, -0.01530
2915, 0.5163, -0.007200
2916, 0.5340, 0.01050
2917, 0.4971, -0.02640
2918, 0.5164, -0.007100
2919, 0.5108, -0.01270
2920, 0.5281, 0.004600
2921, 0.5399, 0.01640
2922, 0.5335, 0.01000
2923, 0.5241, 0.0006000
2924, 0.5123, -0.01120
2925, 0.5207, -0.002800
2926, 0.5314, 0.007900
2927, 0.5231, -0.0004000
2928, 0.5277, 0.004200
2929, 0.5469, 0.02340
2930, 0.5212, -0.002300
2931, 0.5408, 0.01730
2932, 0.5157, -0.007800
2933, 0.5131, -0.01040
2934, 0.5392, 0.01570
2935, 0.5349, 0.01140
2936, 0.5378, 0.01430
2937, 0.5220, -0.001500
2938, 0.5262, 0.002700
2939, 0.5305, 0.007000
2940, 0.5211, -0.002400
2941, 0.5219, -0.001600
2942, 0.5218, -0.001700
2943, 0.5318, 0.008300
2944, 0.5435, 0.02000
2945, 0.5168, -0.006700
2946, 0.5122, -0.01130
2947, 0.5042, -0.01930
2948, 0.5146, -0.008900
2949, 0.5236, 0.0001000
2950, 0.5207, -0.002800
2951, 0.5107, -0.01280
2952, 0.5095, -0.01400
2953, 0.5239, 0.0004000
2954, 0.5261, 0.002600
2955, 0.5225, -0.001000
2956, 0.5342, 0.01070
2957, 0.5184, -0.005100
2958, 0.5375, 0.01400
2959, 0.5174, -0.006100
2960, 0.5243, 0.0008000
2961, 0.5208, -0.002700
2962, 0.5118, -0.01170
2963, 0.5353, 0.01180
2964, 0.5135, -0.01000
2965, 0.5305, 0.007000
2966, 0.5199, -0.003600
2967, 0.5315, 0.008000
2968, 0.5280, 0.004500
2969, 0.5248, 0.001300
2970, 0.5215, -0.002000
2971, 0.5136, -0.009900
2972, 0.5020, -0.02150
2973, 0.5321, 0.008600
2974, 0.5272, 0.003700
2975, 0.5203, -0.003200
2976, 0.5232, -0.0003000
2977, 0.5166, -0.006900
2978, 0.5225, -0.001000
2979, 0.5123, -0.01120
2980, 0.5289, 0.005400
2981, 0.5330, 0.009500
2982, 0.5107, -0.01280
2983, 0.5293, 0.005800
2984, 0.5137, -0.009800
2985, 0.5441, 0.02060
2986, 0.5251, 0.001600
2987, 0.5290, 0.005500
2988, 0.5318, 0.008300
2989, 0.5299, 0.006400
2990, 0.5194, -0.004100
2991, 0.5309, 0.007400
2992, 0.5234, -0.0001000
2993, 0.5266, 0.003100
2994, 0.5200, -0.003500
2995, 0.5242, 0.0007000
2996, 0.5394, 0.01590
2997, 0.5435, 0.02000
2998, 0.5354, 0.01190
2999, 0.5195, -0.004000
